run_name,depth,architecture,replicate,checkpoint_step,probe_type,raw_output_norm_ratio_mean,ci_masked_output_norm_ratio_mean,raw_output_contraction_gap,ci_output_contraction_gap,raw_output_mse,ci_masked_output_mse,raw_jacobian_fro_ratio_mean,ci_jacobian_fro_ratio_mean,raw_jacobian_contraction_gap,ci_jacobian_contraction_gap
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,5000,exhaustive,4291215872.0,26762902.0,-4291215871.0,-26762901.0,0.0018736429046839476,0.0007877481402829289,398319029809.01184,0.49761302241893735,-398319029808.01184,0.5023869775810627
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,10000,exhaustive,3926071808.0,26762902.0,-3926071807.0,-26762901.0,0.0016892997082322836,0.0016589086735621095,409657382966.08295,1.006453248478508,-409657382965.08295,-0.0064532484785080335
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,15000,exhaustive,4019585024.0,26762902.0,-4019585023.0,-26762901.0,0.0021121425088495016,0.0022295925300568342,412722253800.3168,1.200940886942914,-412722253799.3168,-0.2009408869429139
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,20000,exhaustive,4655401984.0,26762902.0,-4655401983.0,-26762901.0,0.0023374073207378387,0.0022172355093061924,413090610505.15485,1.4034316696383473,-413090610504.15485,-0.4034316696383473
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,25000,exhaustive,4742854144.0,26762902.0,-4742854143.0,-26762901.0,0.002613128162920475,0.00195141916628927,414615106583.60986,1.3124407000585558,-414615106582.60986,-0.31244070005855584
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,30000,exhaustive,4999559168.0,26762902.0,-4999559167.0,-26762901.0,0.002755082445219159,0.0009589832043275237,414990663529.32654,1.2976255020780294,-414990663528.32654,-0.2976255020780294
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,35000,exhaustive,4929177088.0,26762902.0,-4929177087.0,-26762901.0,0.0026520167011767626,0.000999351846985519,412534761429.7104,1.2093955289284506,-412534761428.7104,-0.2093955289284506
exp_07_tms_5_2_6layer_tied_rep1,6,tied,1,40000,exhaustive,4898750464.0,26762902.0,-4898750463.0,-26762901.0,0.002619884442538023,0.0009099325980059803,413118124009.1456,1.2368255635726826,-413118124008.1456,-0.23682556357268258
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,5000,exhaustive,1.009552001953125,0.971326470375061,-0.009552001953125,0.028673529624938965,3.8554535422008485e-05,0.00019619063823483884,1.0085141873618966,0.2934316443873763,-0.008514187361896575,0.7065683556126237
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,10000,exhaustive,1.0105063915252686,0.9570858478546143,-0.010506391525268555,0.04291415214538574,1.609701030247379e-05,0.0012147912057116628,1.0031430749308332,0.2568648242833492,-0.0031430749308332118,0.7431351757166508
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,15000,exhaustive,1.0185418128967285,0.9991149306297302,-0.018541812896728516,0.0008850693702697754,2.6287680157111026e-05,0.0016797693679109216,1.00589205629147,0.35125397160340616,-0.005892056291469938,0.6487460283965938
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,20000,exhaustive,0.9934291243553162,0.9813746809959412,0.006570875644683838,0.018625319004058838,5.1923725550295785e-05,0.002820645458996296,1.005623274504209,0.3922934713598416,-0.005623274504209075,0.6077065286401584
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,25000,exhaustive,0.9938417673110962,0.9901023507118225,0.006158232688903809,0.00989764928817749,6.68726261210395e-06,0.00017803664377424866,0.9999170363624506,0.3810909927711505,8.296363754944913e-05,0.6189090072288495
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,30000,exhaustive,0.9957970380783081,0.9654052257537842,0.0042029619216918945,0.03459477424621582,5.7988643675344065e-05,0.0030833580531179905,1.000612030776296,0.38162945473843424,-0.0006120307762960131,0.6183705452615658
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,35000,exhaustive,0.9942567944526672,0.9607065320014954,0.005743205547332764,0.03929346799850464,3.252601163694635e-05,0.006148859858512878,1.0013967874460215,0.3667834689922706,-0.0013967874460214524,0.6332165310077293
exp_07_tms_5_2_6layer_untied_rep1,6,untied,1,40000,exhaustive,0.9959018230438232,0.9708104133605957,0.004098176956176758,0.029189586639404297,4.019901098217815e-05,0.0017787478864192963,1.0034451785984266,0.37297249127439713,-0.0034451785984266348,0.6270275087256029
