layer_name,target_fro_norm,raw_fro_norm,delta_fro_norm,raw_fro_ratio,delta_fro_ratio,raw_spectral_ratio,faithfulness_mse,target_singular_values,raw_singular_values,run_name,depth,architecture,replicate,checkpoint_step,top1_component_strength_frac,top3_component_strength_frac,raw_under_scaling_gap,delta_support_gap
hidden_layers.2,1.6973888874053955,1.69974684715271,0.010781782679259777,1.0013891458511353,0.006351981312036514,1.0050184726715088,2.9061709938105196e-05,"[1.3503390550613403, 1.0284520387649536]","[1.357115626335144, 1.023414134979248]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,0.49872738122940063,0.9865837097167969,-0.001389145851135254,0.006351981312036514
linear1,2.0275332927703857,2.030273675918579,0.028666047379374504,1.0013515949249268,0.014138385653495789,1.0041327476501465,8.217421418521553e-05,"[1.5660945177078247, 1.287726640701294]","[1.5725667476654053, 1.2841511964797974]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,0.2933574616909027,0.7495691776275635,-0.0013515949249267578,0.014138385653495789
linear2,2.0275332927703857,2.030273675918579,0.028666047379374504,1.0013515949249268,0.014138385653495789,1.0041327476501465,8.217422873713076e-05,"[1.5660945177078247, 1.287726640701294]","[1.5725667476654053, 1.2841511964797974]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,0.2933574616909027,0.7495691776275635,-0.0013515949249267578,0.014138385653495789
hidden_layers.0,1.6237115859985352,1.63016939163208,0.016417212784290314,1.0039771795272827,0.010110916569828987,1.0063599348068237,6.738122465321794e-05,"[1.22238028049469, 1.0687499046325684]","[1.2301545143127441, 1.0696598291397095]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,0.5078662037849426,0.988852322101593,-0.003977179527282715,0.010110916569828987
hidden_layers.1,1.6723018884658813,1.6714013814926147,0.009028121829032898,0.9994615316390991,0.005398619454354048,0.9956092238426208,2.0376746761030518e-05,"[1.2126200199127197, 1.1515843868255615]","[1.2072956562042236, 1.1558632850646973]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,0.5009365081787109,0.9835503697395325,0.0005384683609008789,0.005398619454354048
hidden_layers.2,1.6973888874053955,1.7019689083099365,0.01279065478593111,1.002698302268982,0.007535488810390234,1.0069005489349365,4.090020956937224e-05,"[1.3503390550613403, 1.0284520387649536]","[1.3596571683883667, 1.0237334966659546]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,0.4963241219520569,0.9845387935638428,-0.0026983022689819336,0.007535488810390234
linear1,2.0275332927703857,2.0236780643463135,0.029652535915374756,0.9980985522270203,0.01462493184953928,0.9966426491737366,8.79272774909623e-05,"[1.5660945177078247, 1.287726640701294]","[1.5608365535736084, 1.2880457639694214]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,0.2975251376628876,0.7505933046340942,0.0019014477729797363,0.01462493184953928
linear2,2.0275332927703857,2.0236780643463135,0.029652535915374756,0.9980985522270203,0.01462493184953928,0.9966426491737366,8.792728476691991e-05,"[1.5660945177078247, 1.287726640701294]","[1.5608365535736084, 1.2880457639694214]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,0.2975251078605652,0.7505932450294495,0.0019014477729797363,0.01462493184953928
hidden_layers.0,1.6237115859985352,1.625377893447876,0.007309872657060623,1.0010262727737427,0.004501952789723873,1.002030849456787,1.3358559954212978e-05,"[1.22238028049469, 1.0687499046325684]","[1.2248626947402954, 1.068440318107605]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,0.5072298049926758,0.9842479228973389,-0.0010262727737426758,0.004501952789723873
hidden_layers.1,1.6723018884658813,1.6743242740631104,0.0031285793520510197,1.0012093782424927,0.001870822161436081,1.0000437498092651,2.4470020889566513e-06,"[1.2126200199127197, 1.1515843868255615]","[1.2126730680465698, 1.154463529586792]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,0.5012057423591614,0.9801318645477295,-0.0012093782424926758,0.001870822161436081
hidden_layers.2,1.6973888874053955,1.6997196674346924,0.007903135381639004,1.0013731718063354,0.004656054545193911,1.000761866569519,1.5614888980053365e-05,"[1.3503390550613403, 1.0284520387649536]","[1.3513678312301636, 1.030947208404541]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,0.49462318420410156,0.9847738742828369,-0.0013731718063354492,0.004656054545193911
linear1,2.0275332927703857,2.0251073837280273,0.02521943300962448,0.9988034963607788,0.012438480742275715,1.0005450248718262,6.360198312904686e-05,"[1.5660945177078247, 1.287726640701294]","[1.5669480562210083, 1.2828609943389893]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,0.2984769344329834,0.7492187023162842,0.0011965036392211914,0.012438480742275715
linear2,2.0275332927703857,2.0251073837280273,0.02521943300962448,0.9988034963607788,0.012438480742275715,1.0005449056625366,6.360198312904686e-05,"[1.5660945177078247, 1.287726640701294]","[1.5669478178024292, 1.2828612327575684]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,0.2984769344329834,0.7492187023162842,0.0011965036392211914,0.012438480742275715
hidden_layers.0,1.6237115859985352,1.622316598892212,0.005943582858890295,0.9991408586502075,0.003660491667687893,0.9965409636497498,8.831544619170018e-06,"[1.22238028049469, 1.0687499046325684]","[1.2181520462036133, 1.0714552402496338]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,0.5057847499847412,0.9838078618049622,0.0008591413497924805,0.003660491667687893
hidden_layers.1,1.6723018884658813,1.6755067110061646,0.00471569923684001,1.0019164085388184,0.0028198850341141224,1.0030992031097412,5.559454621106852e-06,"[1.2126200199127197, 1.1515843868255615]","[1.2163782119750977, 1.152279019355774]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,0.502722978591919,0.9810097813606262,-0.0019164085388183594,0.0028198850341141224
hidden_layers.2,1.6973888874053955,1.6999781131744385,0.0043881731107831,1.0015254020690918,0.0025852490216493607,1.0029730796813965,4.814015028387075e-06,"[1.3503390550613403, 1.0284520387649536]","[1.354353666305542, 1.027449131011963]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,0.49675223231315613,0.984114944934845,-0.0015254020690917969,0.0025852490216493607
linear1,2.0275332927703857,2.0241591930389404,0.01495759841054678,0.9983358383178711,0.0073772394098341465,0.9992692470550537,2.2372974854079075e-05,"[1.5660945177078247, 1.287726640701294]","[1.5649501085281372, 1.2838035821914673]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,0.2972659766674042,0.7473282217979431,0.0016641616821289062,0.0073772394098341465
linear2,2.0275332927703857,2.0241591930389404,0.01495759841054678,0.9983358383178711,0.0073772394098341465,0.9992692470550537,2.237297667306848e-05,"[1.5660945177078247, 1.287726640701294]","[1.5649501085281372, 1.2838037014007568]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,0.2972659766674042,0.7473282217979431,0.0016641616821289062,0.0073772394098341465
hidden_layers.0,1.6237115859985352,1.6236532926559448,0.006818225607275963,0.9999641180038452,0.0041991607286036015,0.9978581070899963,1.1622048987192102e-05,"[1.22238028049469, 1.0687499046325684]","[1.2197620868682861, 1.0716485977172852]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,0.5061947703361511,0.9813336133956909,3.5881996154785156e-05,0.0041991607286036015
hidden_layers.1,1.6723018884658813,1.6778336763381958,0.006555317435413599,1.0033079385757446,0.003919936716556549,1.0025473833084106,1.0743046004790813e-05,"[1.2126200199127197, 1.1515843868255615]","[1.2157090902328491, 1.156363844871521]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,0.5024858713150024,0.9812005758285522,-0.003307938575744629,0.003919936716556549
hidden_layers.2,1.6973888874053955,1.7000463008880615,0.008201648481190205,1.0015655755996704,0.0048319208435714245,1.0040709972381592,1.6816762581584044e-05,"[1.3503390550613403, 1.0284520387649536]","[1.355836272239685, 1.0256048440933228]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,0.49548375606536865,0.983411431312561,-0.0015655755996704102,0.0048319208435714245
linear1,2.0275332927703857,2.0251190662384033,0.02656184695661068,0.998809278011322,0.013100572861731052,0.9995367527008057,7.055317109916359e-05,"[1.5660945177078247, 1.287726640701294]","[1.5653690099716187, 1.284806251525879]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,0.2974824011325836,0.7483717203140259,0.0011907219886779785,0.013100572861731052
linear2,2.0275332927703857,2.0251190662384033,0.02656184695661068,0.998809278011322,0.013100572861731052,0.9995367527008057,7.055317109916359e-05,"[1.5660945177078247, 1.287726640701294]","[1.5653690099716187, 1.284806251525879]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,0.2974824011325836,0.7483717203140259,0.0011907219886779785,0.013100572861731052
hidden_layers.0,1.6237115859985352,1.6255854368209839,0.0029383760411292315,1.0011540651321411,0.0018096662824973464,1.0015909671783447,2.158513325412059e-06,"[1.22238028049469, 1.0687499046325684]","[1.2243250608444214, 1.0693718194961548]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,0.5072304606437683,0.9829280972480774,-0.0011540651321411133,0.0018096662824973464
hidden_layers.1,1.6723018884658813,1.676513910293579,0.004762830212712288,1.002518653869629,0.0028480684850364923,1.0026390552520752,5.671137842000462e-06,"[1.2126200199127197, 1.1515843868255615]","[1.2158201932907104, 1.154331088066101]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,0.5016293525695801,0.9801453351974487,-0.0025186538696289062,0.0028480684850364923
hidden_layers.2,1.6973888874053955,1.6986513137817383,0.002637778175994754,1.0007437467575073,0.0015540211461484432,1.0004503726959229,1.7394686437910423e-06,"[1.3503390550613403, 1.0284520387649536]","[1.3509472608566284, 1.029736876487732]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,0.4967597424983978,0.9832240343093872,-0.0007437467575073242,0.0015540211461484432
linear1,2.0275332927703857,2.022895336151123,0.02797921933233738,0.9977124929428101,0.013799634762108326,0.9974870681762695,7.82836796133779e-05,"[1.5660945177078247, 1.287726640701294]","[1.5621590614318848, 1.2852097749710083]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,0.2977442145347595,0.7483524084091187,0.0022875070571899414,0.013799634762108326
linear2,2.0275332927703857,2.022895336151123,0.02797921933233738,0.9977124929428101,0.013799634762108326,0.9974872469902039,7.828367233742028e-05,"[1.5660945177078247, 1.287726640701294]","[1.5621592998504639, 1.2852095365524292]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,0.29774418473243713,0.7483523488044739,0.0022875070571899414,0.013799634762108326
hidden_layers.0,1.6237115859985352,1.6235685348510742,0.0031965693924576044,0.999911904335022,0.0019686806481331587,0.9997316002845764,2.5545141397742555e-06,"[1.22238028049469, 1.0687499046325684]","[1.2220522165298462, 1.0689074993133545]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,0.5082905888557434,0.98271644115448,8.809566497802734e-05,0.0019686806481331587
hidden_layers.1,1.6723018884658813,1.6772191524505615,0.005004859529435635,1.0029404163360596,0.0029927967116236687,1.0030852556228638,6.262154329306213e-06,"[1.2126200199127197, 1.1515843868255615]","[1.2163612842559814, 1.1547852754592896]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,0.5024288296699524,0.9801981449127197,-0.0029404163360595703,0.0029927967116236687
hidden_layers.2,1.6973888874053955,1.698004126548767,0.005256853997707367,1.000362515449524,0.0030970238149166107,1.0022954940795898,6.90862816554727e-06,"[1.3503390550613403, 1.0284520387649536]","[1.3534387350082397, 1.0253883600234985]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,0.4941715598106384,0.9825639724731445,-0.0003625154495239258,0.0030970238149166107
linear1,2.0275332927703857,2.0235724449157715,0.026840679347515106,0.9980464577674866,0.013238095678389072,0.998269259929657,7.204220310086384e-05,"[1.5660945177078247, 1.287726640701294]","[1.5633840560913086, 1.284786581993103]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,0.297619491815567,0.7469595670700073,0.0019535422325134277,0.013238095678389072
linear2,2.0275332927703857,2.0235724449157715,0.026840679347515106,0.9980464577674866,0.013238095678389072,0.9982692003250122,7.204221037682146e-05,"[1.5660945177078247, 1.287726640701294]","[1.563383936882019, 1.284786581993103]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,0.297619491815567,0.7469595670700073,0.0019535422325134277,0.013238095678389072
hidden_layers.0,1.6237115859985352,1.6234198808670044,0.004517258610576391,0.999820351600647,0.002782057272270322,0.9999756217002869,5.101406713947654e-06,"[1.22238028049469, 1.0687499046325684]","[1.2223504781723022, 1.068340539932251]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,0.5076683759689331,0.982719361782074,0.00017964839935302734,0.002782057272270322
hidden_layers.1,1.6723018884658813,1.6770285367965698,0.00472990982234478,1.002826452255249,0.0028283826541155577,1.0027815103530884,5.593012247118168e-06,"[1.2126200199127197, 1.1515843868255615]","[1.2159929275512695, 1.1548963785171509]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,0.5014774203300476,0.9791257977485657,-0.0028264522552490234,0.0028283826541155577
hidden_layers.2,1.6973888874053955,1.6989840269088745,0.004526155535131693,1.0009397268295288,0.0026665402110666037,1.002727746963501,5.121520644024713e-06,"[1.3503390550613403, 1.0284520387649536]","[1.35402250289917, 1.026240587234497]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,0.4933646619319916,0.9813697934150696,-0.0009397268295288086,0.0026665402110666037
linear1,1.4520705938339233,1.4717084169387817,0.028231771662831306,1.013524055480957,0.019442424178123474,1.0221928358078003,7.970329897943884e-05,"[1.1449593305587769, 0.8930718302726746]","[1.170369267463684, 0.8922786116600037]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,0.4636033773422241,0.9411113262176514,-0.013524055480957031,0.019442424178123474
linear2,1.4520705938339233,1.4709645509719849,0.23890887200832367,1.0130116939544678,0.16452978551387787,0.9997536540031433,0.005707744508981705,"[1.1449593305587769, 0.8930717706680298]","[1.1446772813796997, 0.923823893070221]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,0.4113254249095917,0.803220272064209,-0.013011693954467773,0.16452978551387787
hidden_layers.0,1.6797314882278442,1.6773306131362915,0.0037068608216941357,0.9985706806182861,0.0022068175021559,0.9979799389839172,3.4352042348473333e-06,"[1.419028639793396, 0.8988083004951477]","[1.416162133216858, 0.8988451957702637]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,0.5578340888023376,0.987890899181366,0.0014293193817138672,0.0022068175021559
hidden_layers.1,1.5544795989990234,1.5558524131774902,0.0050250762142241,1.0008831024169922,0.003232642076909542,1.0006071329116821,6.312847290246282e-06,"[1.2613334655761719, 0.908539891242981]","[1.262099266052246, 0.9098255634307861]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,0.5613571405410767,0.9885830879211426,-0.0008831024169921875,0.003232642076909542
hidden_layers.2,1.8097658157348633,1.8066112995147705,0.006646239664405584,0.9982569217681885,0.003672430757433176,0.9969491958618164,1.1043125596188474e-05,"[1.5382667779922485, 0.9534082412719727]","[1.533573865890503, 0.9549845457077026]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,0.5464464426040649,0.9891943335533142,0.0017430782318115234,0.003672430757433176
linear1,1.4520705938339233,1.4798153638839722,0.03549085929989815,1.0191069841384888,0.02444155141711235,1.0242244005203247,0.00012596009764820337,"[1.1449593305587769, 0.8930718302726746]","[1.172695279121399, 0.9025738835334778]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,0.40871402621269226,0.8625444769859314,-0.01910698413848877,0.02444155141711235
linear2,1.4520705938339233,1.498065710067749,0.3492119014263153,1.0316755771636963,0.24049237370491028,1.0073939561843872,0.01219489611685276,"[1.1449593305587769, 0.8930717706680298]","[1.1534250974655151, 0.9559347033500671]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,0.39545711874961853,0.8195569515228271,-0.03167557716369629,0.24049237370491028
hidden_layers.0,1.6797314882278442,1.6928737163543701,0.028627881780266762,1.0078240633010864,0.017043130472302437,0.9999335408210754,0.00020488888549152762,"[1.419028639793396, 0.8988083004951477]","[1.4189343452453613, 0.9232803583145142]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,0.48774105310440063,0.9305674433708191,-0.007824063301086426,0.017043130472302437
hidden_layers.1,1.5544795989990234,1.561165690422058,0.010877984575927258,1.0043011903762817,0.006997830234467983,1.0004627704620361,2.9582635761471465e-05,"[1.2613334655761719, 0.908539891242981]","[1.2619171142578125, 0.9191317558288574]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,0.49460750818252563,0.9335168600082397,-0.004301190376281738,0.006997830234467983
hidden_layers.2,1.8097658157348633,1.8234456777572632,0.030145924538373947,1.0075589418411255,0.016657361760735512,1.0016164779663086,0.00022719419212080538,"[1.5382667779922485, 0.9534082412719727]","[1.5407533645629883, 0.9752091765403748]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,0.49714839458465576,0.9313560128211975,-0.007558941841125488,0.016657361760735512
linear1,1.4520705938339233,1.4814294576644897,0.0324818417429924,1.0202186107635498,0.022369327023625374,1.0230480432510376,0.0001055069878930226,"[1.1449593305587769, 0.8930718302726746]","[1.1713484525680542, 0.9069598913192749]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,0.41706207394599915,0.8473354578018188,-0.020218610763549805,0.022369327023625374
linear2,1.4520705938339233,1.5005874633789062,0.376081258058548,1.033412218093872,0.25899654626846313,1.0063005685806274,0.01414371095597744,"[1.1449593305587769, 0.8930717706680298]","[1.1521732807159424, 0.9613842368125916]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,0.3985218107700348,0.8286179900169373,-0.03341221809387207,0.25899654626846313
hidden_layers.0,1.6797314882278442,1.689905047416687,0.011523171328008175,1.0060566663742065,0.006860127206891775,1.005904197692871,3.319586903671734e-05,"[1.419028639793396, 0.8988083004951477]","[1.4274067878723145, 0.9045931696891785]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,0.48798611760139465,0.9089210629463196,-0.006056666374206543,0.006860127206891775
hidden_layers.1,1.5544795989990234,1.5663474798202515,0.01637846603989601,1.0076346397399902,0.010536301881074905,1.0028340816497803,6.706353451590985e-05,"[1.2613334655761719, 0.908539891242981]","[1.2649081945419312, 0.9238243699073792]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,0.4982847571372986,0.9187890291213989,-0.007634639739990234,0.010536301881074905
hidden_layers.2,1.8097658157348633,1.8334197998046875,0.026005860418081284,1.0130702257156372,0.014369738288223743,1.0104796886444092,0.00016907620010897517,"[1.5382667779922485, 0.9534082412719727]","[1.5543873310089111, 0.972269594669342]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,0.4888628125190735,0.9239514470100403,-0.013070225715637207,0.014369738288223743
linear1,1.4520705938339233,1.4681223630905151,0.021296069025993347,1.0110543966293335,0.014666001312434673,1.0107905864715576,4.535225889412686e-05,"[1.1449593305587769, 0.8930718302726746]","[1.1573141813278198, 0.9033310413360596]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,0.41026997566223145,0.8453898429870605,-0.011054396629333496,0.014666001312434673
linear2,1.4520705938339233,1.5086523294448853,0.3856084942817688,1.0389662981033325,0.2655576765537262,1.010403037071228,0.014869391918182373,"[1.1449593305587769, 0.8930717706680298]","[1.1568703651428223, 0.9683402180671692]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,0.41027894616127014,0.8423007130622864,-0.03896629810333252,0.2655576765537262
hidden_layers.0,1.6797314882278442,1.6986885070800781,0.020060859620571136,1.0112857818603516,0.011942896991968155,1.0095105171203613,0.00010060951899504289,"[1.419028639793396, 0.8988083004951477]","[1.43252432346344, 0.9129168391227722]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,0.4913799464702606,0.9077929258346558,-0.011285781860351562,0.011942896991968155
hidden_layers.1,1.5544795989990234,1.5658425092697144,0.013966160826385021,1.0073097944259644,0.00898446049541235,1.0083380937576294,4.8763413360575214e-05,"[1.2613334655761719, 0.908539891242981]","[1.2718505859375, 0.9133776426315308]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,0.4999319016933441,0.899554967880249,-0.0073097944259643555,0.00898446049541235
hidden_layers.2,1.8097658157348633,1.8165404796600342,0.01350389327853918,1.0037434101104736,0.007461680099368095,1.0019797086715698,4.558878208626993e-05,"[1.5382667779922485, 0.9534082412719727]","[1.5413120985031128, 0.9613410830497742]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,0.48527199029922485,0.9161478281021118,-0.003743410110473633,0.007461680099368095
linear1,1.4520705938339233,1.4729747772216797,0.023652154952287674,1.014396071434021,0.016288571059703827,1.0113614797592163,5.5942444305401295e-05,"[1.1449593305587769, 0.8930718302726746]","[1.1579678058624268, 0.9103655815124512]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,0.410238653421402,0.8490140438079834,-0.014396071434020996,0.016288571059703827
linear2,1.4520705938339233,1.508649230003357,0.3981691002845764,1.0389641523361206,0.27420780062675476,1.0122681856155396,0.015853865072131157,"[1.1449593305587769, 0.8930717706680298]","[1.159005880355835, 0.9657784104347229]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,0.41021549701690674,0.8418822884559631,-0.038964152336120605,0.27420780062675476
hidden_layers.0,1.6797314882278442,1.7007039785385132,0.02297615446150303,1.0124856233596802,0.013678468763828278,1.014295220375061,0.00013197591761127114,"[1.419028639793396, 0.8988083004951477]","[1.4393140077590942, 0.9059630036354065]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,0.4894114136695862,0.9041748642921448,-0.012485623359680176,0.013678468763828278
hidden_layers.1,1.5544795989990234,1.5686681270599365,0.01864243671298027,1.0091274976730347,0.011992719024419785,1.0035899877548218,8.688512025400996e-05,"[1.2613334655761719, 0.908539891242981]","[1.2658616304397583, 0.9264524579048157]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,0.4998376965522766,0.8935158848762512,-0.009127497673034668,0.011992719024419785
hidden_layers.2,1.8097658157348633,1.8198975324630737,0.018809569999575615,1.0055983066558838,0.010393372736871243,1.0043840408325195,8.844998956192285e-05,"[1.5382667779922485, 0.9534082412719727]","[1.5450105667114258, 0.9617529511451721]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,0.48641103506088257,0.9164103865623474,-0.005598306655883789,0.010393372736871243
linear1,1.4520705938339233,1.4734405279159546,0.024642540141940117,1.0147168636322021,0.016970621421933174,1.0157701969146729,6.072547330404632e-05,"[1.1449593305587769, 0.8930718302726746]","[1.163015604019165, 0.9046664834022522]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,0.41132816672325134,0.8490578532218933,-0.014716863632202148,0.016970621421933174
linear2,1.4520705938339233,1.5101773738861084,0.4027349054813385,1.040016531944275,0.27735215425491333,1.0124003887176514,0.016219541430473328,"[1.1449593305587769, 0.8930717706680298]","[1.1591572761535645, 0.9679825305938721]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,0.4106593430042267,0.8420186638832092,-0.0400165319442749,0.27735215425491333
hidden_layers.0,1.6797314882278442,1.6965906620025635,0.017878834158182144,1.010036826133728,0.010643864050507545,1.0085307359695435,7.991317397681996e-05,"[1.419028639793396, 0.8988083004951477]","[1.4311339855194092, 0.9111944437026978]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,0.4895245432853699,0.9053835868835449,-0.010036826133728027,0.010643864050507545
hidden_layers.1,1.5544795989990234,1.5686156749725342,0.01471368782222271,1.0090937614440918,0.009465346112847328,1.0096731185913086,5.412314931163564e-05,"[1.2613334655761719, 0.908539891242981]","[1.2735345363616943, 0.9157863259315491]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,0.5023396015167236,0.8924529552459717,-0.009093761444091797,0.009465346112847328
hidden_layers.2,1.8097658157348633,1.8238040208816528,0.015076223760843277,1.0077569484710693,0.008330482989549637,1.006271481513977,5.682312621502206e-05,"[1.5382667779922485, 0.9534082412719727]","[1.5479140281677246, 0.9644811153411865]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,0.4877171516418457,0.9188487529754639,-0.007756948471069336,0.008330482989549637
linear1,1.4520705938339233,1.4716436862945557,0.021980345249176025,1.013479471206665,0.015137243084609509,1.0144567489624023,4.831355545320548e-05,"[1.1449593305587769, 0.8930718302726746]","[1.161511778831482, 0.9036731123924255]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,0.41054362058639526,0.8487232327461243,-0.013479471206665039,0.015137243084609509
linear2,1.4520705938339233,1.514022946357727,0.40715548396110535,1.042664885520935,0.2803964912891388,1.0137509107589722,0.01657755672931671,"[1.1449593305587769, 0.8930717706680298]","[1.1607035398483276, 0.9721280932426453]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,0.4109930992126465,0.8429328799247742,-0.04266488552093506,0.2803964912891388
hidden_layers.0,1.6797314882278442,1.689018964767456,0.009961132891476154,1.0055291652679443,0.005930193699896336,1.004630446434021,2.480604416632559e-05,"[1.419028639793396, 0.8988083004951477]","[1.425599455833435, 0.9057880640029907]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,0.48892471194267273,0.9047660231590271,-0.005529165267944336,0.005930193699896336
hidden_layers.1,1.5544795989990234,1.5678858757019043,0.01568540558218956,1.0086243152618408,0.01009045448154211,1.006368637084961,6.150799163151532e-05,"[1.2613334655761719, 0.908539891242981]","[1.2693665027618408, 0.9203121662139893]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,0.5004386901855469,0.8906165361404419,-0.00862431526184082,0.01009045448154211
hidden_layers.2,1.8097658157348633,1.8210222721099854,0.013162042014300823,1.0062198638916016,0.007272787392139435,1.004729986190796,4.3309835746185854e-05,"[1.5382667779922485, 0.9534082412719727]","[1.54554283618927, 0.9630263447761536]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,0.487577348947525,0.9185255765914917,-0.0062198638916015625,0.007272787392139435
linear1,1.4520705938339233,1.4714305400848389,0.02112233266234398,1.0133326053619385,0.014546354301273823,1.0131139755249023,4.461529533728026e-05,"[1.1449593305587769, 0.8930718302726746]","[1.1599743366241455, 0.9052995443344116]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,40000,0.41011372208595276,0.8488157987594604,-0.013332605361938477,0.014546354301273823
linear2,1.4520705938339233,1.51390540599823,0.4077756106853485,1.04258394241333,0.28082355856895447,1.013917326927185,0.016628092154860497,"[1.1449593305587769, 0.8930717706680298]","[1.1608940362930298, 0.9717175960540771]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,40000,0.4110102653503418,0.842746913433075,-0.04258394241333008,0.28082355856895447
hidden_layers.0,1.6797314882278442,1.6896796226501465,0.011004638858139515,1.0059224367141724,0.00655142730101943,1.004520297050476,3.0275521567091346e-05,"[1.419028639793396, 0.8988083004951477]","[1.4254430532455444, 0.9072650671005249]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,40000,0.48904043436050415,0.9050107002258301,-0.005922436714172363,0.00655142730101943
hidden_layers.1,1.5544795989990234,1.568212628364563,0.015949411317706108,1.0088344812393188,0.010260289534926414,1.0061572790145874,6.359593680826947e-05,"[1.2613334655761719, 0.908539891242981]","[1.2690998315811157, 0.9212362766265869]",exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,40000,0.50032639503479,0.8914973139762878,-0.008834481239318848,0.010260289534926414
